Index,Filename,min,max,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,Rec,FP/P
106,RFC_Hard,0.2776419812770773,0.3110742274775574,1000,2066,0.6738421395955643,605610,0,107956,0,,0.0,0.0
107,RFC_Medium,0.2429573357595496,0.2708487165157802,1000,1030,0.5073891625615764,605610,0,107956,0,,0.0,0.0
105,RFC_Easy,0.2081873659408569,0.2105355651937172,2024,1011,0.3331136738056013,601300,4310,105950,2006,0.31760607979734007,0.0185816443736337,0.03992367260735855
58,BRFC_alpha_0_5_Hard,0.87,0.8891666666666667,1532,2927,0.6564252074456156,602054,3556,98410,9546,0.7285910548007938,0.08842491385379228,0.03293934565934269
90,BRFC_alpha_0_5_Medium,0.95,1.0,1164,2054,0.6382846488502175,605610,0,107956,0,,0.0,0.0
107,BRFC_alpha_0_5_Easy,0.9541666666666668,1.0,1001,1104,0.5244655581947744,605610,0,107956,0,,0.0,0.0
61,BRFC_alpha_balanced_Hard,0.87,0.8899803799490484,1416,2799,0.6640569395017794,602072,3538,98748,9208,0.7224227208536012,0.08529400867019897,0.03277261106376672
95,BRFC_alpha_balanced_Medium,0.96,1.0,1159,1680,0.5917576611482916,605610,0,107956,0,,0.0,0.0
107,BRFC_alpha_balanced_Easy,0.9852980238678808,1.0,1000,1015,0.5037220843672456,605610,0,107956,0,,0.0,0.0
106,LogReg_alpha_0_5_Hard,0.6999393913232513,0.914927220082111,1000,2057,0.6728819103696434,605610,0,107956,0,,0.0,0.0
107,LogReg_alpha_0_5_Medium,0.5890311082547119,0.8252900224384188,1000,1225,0.550561797752809,605610,0,107956,0,,0.0,0.0
107,LogReg_alpha_0_5_Easy,0.3869691396700794,0.476305423419162,1704,1000,0.3698224852071006,605610,0,107956,0,,0.0,0.0
106,LogReg_alpha_balanced_Hard,0.937358914265199,0.9887846642275931,1000,1901,0.6552912788693553,605610,0,107956,0,,0.0,0.0
107,LogReg_alpha_balanced_Medium,0.8948067227735492,0.964232617708658,1000,1162,0.5374653098982424,605610,0,107956,0,,0.0,0.0
107,LogReg_alpha_balanced_Easy,0.7849980246500399,0.8380271718738028,1760,1000,0.36231884057971014,605610,0,107956,0,,0.0,0.0
106,AdaBoost_Hard,0.5023348388098955,0.5066226606747298,1000,1816,0.6448863636363636,605610,0,107956,0,,0.0,0.0
107,AdaBoost_Medium,0.5009477585337497,0.5037397850627254,1000,1194,0.544211485870556,605610,0,107956,0,,0.0,0.0
107,AdaBoost_Easy,0.4989006451992777,0.4997552220379783,1768,1001,0.3615023474178404,605610,0,107956,0,,0.0,0.0
10,BalBag_Hard,1.0,1.0,3344,6559,0.6623245481167322,605610,0,107956,0,,0.0,0.0
23,BalBag_Medium,1.0,1.0,4299,4510,0.5119763877852197,605610,0,107956,0,,0.0,0.0
104,BalBag_Easy,0.98,1.0,1135,1034,0.47671738128169666,605610,0,107956,0,,0.0,0.0
95,EEC_Hard,0.567334894555146,0.5927176615408454,1003,1414,0.5850227554820024,605610,0,107956,0,,0.0,0.0
93,EEC_Medium,0.5502675481237195,0.5684268584172714,1009,1056,0.5113801452784503,605610,0,107956,0,,0.0,0.0
92,EEC_Easy,0.531851074726889,0.5338555649795819,2139,1203,0.3599640933572711,605610,0,107956,0,,0.0,0.0
106,RUSBoost_Hard,0.500660348245691,0.5010810600296065,1000,1951,0.6611318197221281,605610,0,107956,0,,0.0,0.0
107,RUSBoost_Medium,0.5080293107386813,0.5278770173654181,2604,1000,0.27746947835738067,605610,0,107956,0,,0.0,0.0
107,RUSBoost_Easy,0.510234831747058,0.5435273494543706,2749,1001,0.26693333333333336,605610,0,107956,0,,0.0,0.0
99,KBFC_alpha_0_5_gamma_0_0_Hard,0.6663269,0.70723486,1000,1904,0.6556473829201102,603610,2000,102640,5316,0.7266265718972116,0.049242283893438064,0.018526066175108376
107,KBFC_alpha_0_5_gamma_0_0_Medium,0.62675077,0.9943124,1000,1505,0.6007984031936128,605610,0,107956,0,,0.0,0.0
107,KBFC_alpha_0_5_gamma_0_0_Easy,0.40717128,0.6443082,1574,1000,0.3885003885003885,605610,0,107956,0,,0.0,0.0
100,KBFC_alpha_balanced_gamma_0_0_Hard,0.92350024,0.93593806,1000,1858,0.6501049685094472,603610,2000,102930,5026,0.7153430116709365,0.046556004298047356,0.018526066175108376
107,KBFC_alpha_balanced_gamma_0_0_Medium,0.9137392,0.98384154,1000,1372,0.5784148397976391,605610,0,107956,0,,0.0,0.0
107,KBFC_alpha_balanced_gamma_0_0_Easy,0.7929588,0.9124691,1608,1000,0.3834355828220859,605610,0,107956,0,,0.0,0.0
100,KBFC_alpha_0_5_gamma_1_0_Hard,0.60020244,0.62583405,1000,1878,0.6525364836692147,603610,2000,102817,5139,0.7198487183078862,0.047602727036940976,0.018526066175108376
107,KBFC_alpha_0_5_gamma_1_0_Medium,0.56875056,0.85307646,1000,1554,0.6084573218480814,605610,0,107956,0,,0.0,0.0
107,KBFC_alpha_0_5_gamma_1_0_Easy,0.44578066,0.6207513,1641,1001,0.3788796366389099,605610,0,107956,0,,0.0,0.0
99,KBFC_alpha_0_5_gamma_2_0_Hard,0.5773505,0.596293,1000,1886,0.6534996534996536,603610,2000,102612,5344,0.7276688453159041,0.04950164881988958,0.018526066175108376
107,KBFC_alpha_0_5_gamma_2_0_Medium,0.54593277,0.7668757,1000,1455,0.5926680244399185,605610,0,107956,0,,0.0,0.0
107,KBFC_alpha_0_5_gamma_2_0_Easy,0.468162,0.5963272,1705,1003,0.37038404726735596,605610,0,107956,0,,0.0,0.0
