,y_proba,y_test,Neg,Pos,TN,FP,FN,TP,FP/P,Prec,TP_1,FP_1,Prec_1,TP_10,FP_10,Prec_10,TP_20,FP_20,Prec_20,TP_50,FP_50,Prec_50,TP_100,FP_100,Prec_100,TP_200,FP_200,Prec_200,TP_500,FP_500,Prec_500,TP_1000,FP_1000,Prec_1000,TP_2000,FP_2000,Prec_2000,mProb,Pos_1,Neg_1,mProb_1,Pos_10,Neg_10,mProb_10,Pos_20,Neg_20,mProb_20,Pos_50,Neg_50,mProb_50,Pos_100,Neg_100,mProb_100,Pos_200,Neg_200,mProb_200,Pos_500,Neg_500,mProb_500,Pos_1000,Neg_1000,mProb_1000,Pos_2000,Neg_2000,mProb_2000
0,0.0462,0,1,0,1,605609,0,107956,5.609776205120605,0.1512910526721462,107956.0,605609.0,0.1512910526721462,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,0.058,0,2,0,3,605607,0,107956,5.60975767905443,0.1512914767161414,107956.0,605607.0,0.1512914767161414,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0585,0,1,0,4,605606,0,107956,5.609748416021342,0.15129168873903037,107956.0,605606.0,0.15129168873903037,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0598,0,1,0,5,605605,0,107956,5.609739152988254,0.15129190076251364,107956.0,605605.0,0.15129190076251364,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0618,0,1,0,6,605604,0,107956,5.609729889955167,0.1512921127865912,107956.0,605604.0,0.1512921127865912,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0629,0,1,0,7,605603,0,107956,5.609720626922079,0.15129232481126298,107956.0,605603.0,0.15129232481126298,107955.9,605603.7,0.15129205745392535,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,10.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,
6,0.063,0,1,0,8,605602,0,107956,5.609711363888992,0.15129253683652905,107956.0,605602.0,0.15129253683652905,107955.8,605602.7,0.1512921505384632,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,10.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,
7,0.0632,0,1,0,9,605601,0,107956,5.6097021008559045,0.15129274886238941,107956.0,605601.0,0.15129274886238941,107955.7,605601.8,0.15129222242075796,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,9.0,0.1,,,,,,,,,,,,,,,,,,,,,
8,0.0648,0,1,0,10,605600,0,107956,5.609692837822816,0.15129296088884403,107956.0,605600.0,0.15129296088884403,107955.6,605600.9,0.1512922943032542,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,9.0,0.1,,,,,,,,,,,,,,,,,,,,,
9,0.0651,1,0,1,10,605600,1,107955,5.609692837822816,0.1512917714822263,107955.0,605600.0,0.1512917714822263,107955.5,605600.0,0.1512923661859519,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,9.0,0.1,,,,,,,,,,,,,,,,,,,,,
10,0.066,0,1,0,11,605599,1,107955,5.609683574789729,0.1512919835079055,107955.0,605599.0,0.1512919835079055,107955.4,605599.1,0.15129243806885107,107955.45,605599.1,0.1512924975392561,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,9.0,0.1,1.0,20.0,0.047619047619047616,,,,,,,,,,,,,,,,,,
