Index,len,Filename,min,max,Neg,Pos,$\frac{\text{Pos}}{\text{Neg}+\text{Pos}}$,TN,FP,FN,TP,Prec,Rec,FP/P
49,61,BRFC_alpha_0_5_Hard_Run_0,0.77,0.7795000000000001,2371,2334,0.4960680127523911,659396,17048,97111,29145,0.6309397527763947,0.2308405145102015,0.13502724622988213
103,111,BRFC_alpha_0_5_Medium_Run_0,0.87,0.8799999999999999,1483,1488,0.5008414675193538,669133,7311,116439,9817,0.573155067725362,0.0777547205677354,0.05790615891521987
124,126,BRFC_alpha_0_5_Easy_Run_0,0.9423293650793648,0.9643127705627704,1000,1046,0.5112414467253177,675444,1000,125032,1224,0.5503597122302158,0.009694588772018755,0.007920415663414017
49,63,BRFC_alpha_0_6_Hard_Run_0,0.76,0.7698722943722943,2466,2411,0.4943612876768505,655981,20463,94032,32224,0.6116119725928597,0.25522747433785326,0.16207546572044101
105,114,BRFC_alpha_0_6_Medium_Run_0,0.86,0.869988922841864,1688,1644,0.49339735894357745,667050,9394,114726,11530,0.5510418658000382,0.09132239259916361,0.07440438474211127
124,126,BRFC_alpha_0_6_Easy_Run_0,0.952944994153919,0.9698577244674088,1049,1000,0.4880429477794046,675444,1000,124968,1288,0.5629370629370629,0.010201495374477253,0.007920415663414017
51,64,BRFC_alpha_0_7_Hard_Run_0,0.77,0.7796476872800403,2346,2282,0.493085566119274,658939,17505,96868,29388,0.6267033459151686,0.2327651755164111,0.13864687618806235
107,115,BRFC_alpha_0_7_Medium_Run_0,0.88,0.8869852941176471,1141,1166,0.505418292154313,669395,7049,117213,9043,0.561956251553567,0.07162431884425295,0.0558310100114054
124,126,BRFC_alpha_0_7_Easy_Run_0,0.9641956997832912,0.977394385026738,1001,1008,0.5017421602787456,675443,1001,125009,1247,0.5547153024911032,0.009876758332277278,0.00792833607907743
52,64,BRFC_alpha_0_8_Hard_Run_0,0.77,0.7798974358974359,2227,2286,0.5065366718369155,659292,17152,97254,29002,0.6283745720847597,0.2297078950703333,0.1358509694588772
108,115,BRFC_alpha_0_8_Medium_Run_0,0.89,0.8979959784272975,1049,1050,0.5002382086707956,670165,6279,118520,7736,0.5519800214056368,0.06127233557217083,0.04973228995057661
124,126,BRFC_alpha_0_8_Easy_Run_0,0.9748145154458574,0.984036490851895,1096,1000,0.4770992366412214,675444,1000,124994,1262,0.5579133510167993,0.009995564567228488,0.007920415663414017
